UserID,RecommendedJobs,JobID,Title,
188711,,811951,Forklift Operators-ALL Types! ALL Shifts! Many Opportunities!,
188711,,870571,Experienced Forklift Operators Needed,
188711,,987144,Forklift/Warehouse Associate,
190626,,215280,Administrative Assistant -,
190626,,314757,Administrative Assistant,
190626,,338182,Administrative Assistant,
190626,,467163,Administrative Assistant,
190626,,601339,Administrative Assistant - Bilingual,
190626,,615721,"Administrative Assistant - Group Leader - Up To $45,000",
190626,,752307,Administrative Assistant,
190626,,877438,Switchboard Operator/Administrative Assistant,
190626,,887336,"Administrative Assistant - Alpharetta, Georgia",
190626,,1038058,Administrative Assistant,
198047,,325701,Driver Team Leader,
198047,,435087,"Route Service Representative- Arlington Heights, IL",
198047,,511580,Operations Clerk,
198047,,662186,Route Sales Representative,
198047,,663502,"Route Sales Support Rep - Merrillville, IN",
198047,,672336,Route Sales Representative Trainee - Food Sales Associate,
198047,,696628,Medical Route Driver,
198047,,874501,Truck Driver - CDL Training Provided - Entry Level,
198047,,901996,Route Planning Manager - RoadNet,
198047,,1109800,Driver - Automotive Service Assistant,
198051,,22663,Material Handler,
198051,,173395,Product Management Workstation Analyst,
198051,,261215,Dock Worker,
198051,,749938,Sales Engineer Capital Equipment,
198051,,759936,"Director, Risk Services",
198051,,773738,Retail Store Management Trainee,
198051,,817838,Internet Marketing Manager (2011),
198051,,860426,GENERAL MANAGERS,
198051,,1025541,Agency Deployment Analyst,
198051,,1025827,Retail Store Management Trainee,
200590,,35144,Inside Sales Manager,
200590,,331930,DIRECTOR OF OPERATIONS,
200590,,574819,"Director, Strategic Analysis",
200590,,583367,executive personal assistant,
200590,,586145,Administrative Assistant,
200590,,600813,Assistant Vice President for Diversity and Intercultural Affai,
200590,,631967,SENIOR VICE PRESIDENT,
200590,,673081,Executive/Personal Assistant,
200590,,945127,VP of Operations – Rehab - PT or OT,
200590,,1066648,EA to the President of an International Company - Permanent,
201642,,14122,Paralegal / Legal Secretary,
201642,,97771,Unit Secretary,
201642,,159188,Corporate Legal Assistant for TOP GENERAL COUNSEL! to 55K,
201642,,220727,Office,
201642,,377336,Customer Service Representative,
201642,,438535,Unit Secretary,
201642,,459117,Legal Secretary,
201642,,599143,Portfolio Property Manager,
201642,,798299,Part Time Evening Legal Secretary,
201642,,823590,"SECRETARY MS Word, F/T, $9.50 hr plus benefits",
206080,,32155,VICE PRESIDENT OF SUPPLY CHAIN MANAGEMENT,
206080,,201925,"AUTOMOTIVE SALES, SERVICE AND PARTS",
206080,,204160,Account Manager- OptumHealth Care Solutions Worksite Wellness,
206080,,339379,"Assistant Store Manager, Sales- Scottsdale, AZ",
206080,,339381,"Assistant Store Manager, Sales- Bridgeview, IL",
206080,,542690,ASSISTANT PROJECT MANAGER,
206080,,682340,Restaurant Co-Manager – Fast Food Service Co-Manager,
206080,,719974,Quality Manager,
206080,,773738,Retail Store Management Trainee,
206080,,1025827,Retail Store Management Trainee,
210351,,220341,Medical,
210351,,374160,Home Health Aide (HHA) - Inpatient,
210351,,440024,Clinical Associate,
210351,,514093,MT - Medical Technologist or MLT Openings Available!,
210351,,523870,Healthcare Opportunities,
210351,,638246,Medical Technologist,
210351,,729564,IR Physician Coder,
210351,,898653,Human Resources Coordinator,
210351,,1106229,Certified Nursing Assistant (CNA) Openings,
210351,,1114751,Certified Nursing Assistant CNA,
214215,,39735,Construction Accountant,
214215,,198416,Sterile Processing Technician,
214215,,286458,Management Trainee,
214215,,600805,Commercial Refrigeration Service Technician,
214215,,814929,Purchasing Manager,
214215,,863547,Call Center/Tech Support Agent,
214215,,1041906,Maintenance Technician,
214215,,1053258,Facility Maintenance Tech *** 1st Shift *** $13/Hour,
214215,,1096707,"Director of School Culture, Parent Engagement & Operations",
214215,,1102646,Lube Technician / Entry Level Tech,
218232,,175368,Maintenance Technician (Manufacturing/Electrician/Mechanic),
218232,,300776,Die maker,
218232,,523370,"Diesel Truck Mechanic Apply in Person at: TJ Transport,",
218232,,590307,PLC Maintenance Technicians - Automotive/Robotics,
218232,,600844,Electrician,
218232,,638164,Automotive Technician,
218232,,806118,"Maintenance Mechanic (Carol Stream, IL)",
218232,,911335,Journeyman Mechanic,
218232,,942685,Carman Apprentice,
218232,,1026928,Maintenance Technician (Manufacturing/Electrician/Mechanic) -- A,
221037,,80922,Accounts Payable Specialist,
221037,,256405,Accounts Payable Clerk,
221037,,256869,Accounts Receivable Ckerk,
221037,,264187,A/P Clerk,
221037,,492773,CEO/COO/President,
221037,,511580,Operations Clerk,
221037,,557087,Accounting Clerk,
221037,,856221,Billing Clerk,
221037,,916745,Program Manager (24-Hour Care Residential/TLP's),
221037,,995576,A/P A/R Clerk,
229620,,95618,Service Representative,
229620,,110989,Bank Teller- Banking Customer Service Representative,
229620,,212095,Call Center Customer Service Rep ~ Work From Home! $10/hr,
229620,,602310,CUSTOMER SERVICE REPRESENTATIVE,
229620,,638429,Customer Service w/ Manufacturing Experience,
229620,,820704,Service Representative - Bank Teller,
229620,,874995,Sales Representative,
229620,,980300,Part-time Customer Service Representative,
229620,,980905,Bank Teller- Banking Customer Service Representative,
229620,,1104317,Customer Service Representative - Call Center,
232814,,3595,"Macy's Oakbrook Center, Oakbrook, IL: Retail Sales Associate Car",
232814,,61869,Retail Sales Associate,
232814,,289521,Sales Associates,
232814,,325899,Sales Associate,
232814,,348987,Retail Sales Associate Bilingual,
232814,,476611,Automotive Service & Tire Sales,
232814,,581556,Sales and marketing,
232814,,603757,"Macy's Fox Valley, Aurora, IL: Retail Sales Associate Career Fai",
232814,,604034,"Macy's Arbor Place, Douglasville, GA: Retail Sales Associate Car",
232814,,798118,Sales Associate,
233905,,16596,Vice President of Total Facility Management,
233905,,118553,Civil Engineer,
233905,,224506,Sr. Planner - Affordable Housing,
233905,,250987,Construction Executive I  (IRC3600),
233905,,350432,IT System/Network Administrator,
233905,,568979,Law Enforcement Administration Program Director/Professor,
233905,,695627,Unix System Administrator,
233905,,973953,Sales Administration Assistant,
233905,,996420,Security Contract Manager,
233905,,1010933,Contract Manufacturing Sourcing Manager,
236229,,166827,Sales Assistant Position Available!,
236229,,339379,"Assistant Store Manager, Sales- Scottsdale, AZ",
236229,,339381,"Assistant Store Manager, Sales- Bridgeview, IL",
236229,,430778,Executive/Personal Assistant,
236229,,446901,Restaurant Assistant Manager,
236229,,559109,Accounting Assistant,
236229,,568234,Executive Personal Assistant / Office Manager,
236229,,625861,Dealer Assistant,
236229,,673081,Executive/Personal Assistant,
236229,,699311,Dental Assistant – DA/General Dental Assistant,
237967,,20474,Security Analyst,
237967,,175495,Manager Enterprise Security,
237967,,182628,Temporary Special Event Security Officers,
237967,,382108,Senior Executive Assistant,
237967,,518026,Information Security Officer,
237967,,808185,ARMED Security Officer / Guard,
237967,,996420,Security Contract Manager,
237967,,1054410,"Security Officer - Evanston, IL 2nd Shift",
237967,,1083413,Security Officer/Mill E.Chicago/BE ABLE TO WORK ANY SHIFT/$9.62,
237967,,1086901,Director IT Security,
240394,,380891,Accounts Payable Processor,
240394,,381165,Senior Fund Accountant,
240394,,381166,Junior Accountant,
240394,,381181,Commercial Sales Manager - Automotive Parts,
240394,,381453,***IMMEDIATE HIRE*** ENTRY LEVEL OPENINGS-NO EXPERIENCE!,
240394,,381975,AP / AR Clerk,
240394,,381976,Revenue Cycle Manager,
240394,,384121,Receptionist,
240394,,684586,Automotive / Accounts Payable Clerk / Accounting,
240394,,1115925,Normal - Instore Retail Banker,
241449,,764,Travel-Seasonal Staff,
241449,,156776,Become a Teacher in Milwaukee. Apply by May 14.,
241449,,515255,Customer Service Rep -,
241449,,688233,Teacher - Early Childhood Education/Preschool,
241449,,703571,One-To-One Aide,
241449,,910645,Lead Teachers - Kiddie Academy,
241449,,932526,"Bilingual Concierge (French, Italian, Portuguese, Hebrew)",
241449,,1030549,Hiring Bilingual French-Canadian & English Customer Service Reps,
241449,,1030813,Customer Care and Sales Support Representatives,
241449,,1059116,Exciting Kindergarten Teacher Opportunity in Bartlett!,
246768,,434347,Administrative Assistant,
246768,,555508,Administrative Assistant - Bilingual Japanese,
246768,,568234,Executive Personal Assistant / Office Manager,
246768,,627019,Office Services Assistant,
246768,,681773,Medical Office Manager,
246768,,709250,Office Manager,
246768,,822232,Office Assistant - Medical Office,
246768,,914941,Office Manager / Bookkeeper,
246768,,1049610,Insurance Administrative Assistant,
246768,,1059050,Dental Office Assistant - Front Office Administrative Assistant,
249375,,220130,Merchant Field Sales Rep,
249375,,271419,Entry Level/ Customer Service/ Management,
249375,,336469,Sales Representative / Account Manager /  Customer Service,
249375,,564171,Payroll Specialist,
249375,,614076,Regional Account Executive,
249375,,636619,Sales Representative / Account Manager /  Customer Service,
249375,,694471,Accounts Payable Specialist,
249375,,871285,Entry Level/ Customer Service/ Management,
249375,,871378,Sales / Account Executive / Customer Service,
249375,,926642,Sales Representative / Account Manager /  Customer Service,
249652,,92481,Inventory Taker Travel Team,
249652,,92742,Inventory Taker,
249652,,393062,Inventory Taker Travel Team,
249652,,545710,Inventory Supervisor,
249652,,692672,Inventory Taker,
249652,,692767,Inventory Taker,
249652,,692782,Inventory Taker Travel Team,
249652,,692783,Inventory Taker Travel Team,
249652,,692907,Inventory Taker,
249652,,782690,Inventory Analyst,
257727,,95618,Service Representative,
257727,,110989,Bank Teller- Banking Customer Service Representative,
257727,,212095,Call Center Customer Service Rep ~ Work From Home! $10/hr,
257727,,602310,CUSTOMER SERVICE REPRESENTATIVE,
257727,,638429,Customer Service w/ Manufacturing Experience,
257727,,820704,Service Representative - Bank Teller,
257727,,874995,Sales Representative,
257727,,980300,Part-time Customer Service Representative,
257727,,980905,Bank Teller- Banking Customer Service Representative,
257727,,1104317,Customer Service Representative - Call Center,
258852,,90883,assistant store manager,
258852,,186517,Store Manager In Training-Orland Park,
258852,,243941,"ASM, Operations-1821 Chicago Ridge, IL",
258852,,339379,"Assistant Store Manager, Sales- Scottsdale, AZ",
258852,,339381,"Assistant Store Manager, Sales- Bridgeview, IL",
258852,,348987,Retail Sales Associate Bilingual,
258852,,682036,"Assistant Store Manager Homewood, IL (1199)",
258852,,960056,"Assistant Store Manager, Chicago, IL (838)",
258852,,966628,store manager,
258852,,999725,"Manager Trainee, Shift Manager, Eligible and Casual Cashier",
263607,,146644,Shipping & Receiving Clerk,
263607,,152574,Shipping and Receiving,
263607,,270342,1ST/2ND SHIFT RECEIVING CLERKS,
263607,,334032,Warehouse Worker,
263607,,640764,Warehouse Supervisor,
263607,,682113,"Warehouse Supervisor - Elk Grove Village, IL",
263607,,814416,Shipping & Receiving Clerk,
263607,,1077315,Shipping/Receiving Supervisor,
263607,,1079982,MATERIAL HANDLER,
263607,,1090923,Shipping & Receiving Clerk,
282938,,110989,Bank Teller- Banking Customer Service Representative,
282938,,130955,LACK OF EXPERIENCE HURTING YOU? Entry Level Sales & Marketing,
282938,,130956,LACK OF EXPERIENCE HURTING YOU? Sales & Customer Service,
282938,,411066,Banking Customer Service Rep – Teller,
282938,,430910,"IF THERE WAS A PROBLEM, YO I'LL SOLVE IT - Entry Level Sales",
282938,,602310,CUSTOMER SERVICE REPRESENTATIVE,
282938,,631970,VICE PRESIDENT of CUSTOMER SERVICE,
282938,,869860,Team Manager OCR,
282938,,980905,Bank Teller- Banking Customer Service Representative,
282938,,980907,Teller- Banking Customer Service Rep -Part Time,
288685,,16218,INTERNET SALES,
288685,,311692,INTERNET/BDC MANAGER,
288685,,324804,Registered Nurse - High Acuity Unit - Full Time Days - Kindred H,
288685,,342297,Front Office Specialist,
288685,,624893,Registered Nurse - Behavioral Health Unit - Full Time Evenings 3,
288685,,625724,Automotive - Internet Sales Consultants,
288685,,794774,Receptionist/Sales Assistant,
288685,,831692,CTL Underwriter (Multi Family & Commercial Real Estate) - Chicag,
288685,,997686,Underwriter,
288685,,1025548,"Life Insurance Underwriting Trainee (Norhtbrook, IL)",
292847,,35144,Inside Sales Manager,
292847,,331930,DIRECTOR OF OPERATIONS,
292847,,574819,"Director, Strategic Analysis",
292847,,583367,executive personal assistant,
292847,,586145,Administrative Assistant,
292847,,600813,Assistant Vice President for Diversity and Intercultural Affai,
292847,,631967,SENIOR VICE PRESIDENT,
292847,,673081,Executive/Personal Assistant,
292847,,945127,VP of Operations – Rehab - PT or OT,
292847,,1066648,EA to the President of an International Company - Permanent,
300220,,184048,"Class A CDL Truck Driver - Local, Regional & OTR",
300220,,325701,Driver Team Leader,
300220,,484484,"Class A CDL Truck Driver - Local, Regional & OTR",
300220,,803631,CDL Class A Driver with Hazmat,
300220,,823587,"Service Technician needed in Lebanon, IL",
300220,,828370,"Local Driver (Aurora, IL)",
300220,,874501,Truck Driver - CDL Training Provided - Entry Level,
300220,,921274,Multiple Positions,
300220,,955784,Nationwide Truck Driving Jobs - CDL - CR England,
300220,,955830,Truck Driver - CDL Driver Training - Truck Driving Jobs,
307165,,154579,Graphic Designer,
307165,,379668,Member Services Associate,
307165,,380891,Accounts Payable Processor,
307165,,381165,Senior Fund Accountant,
307165,,474804,Product Marketing Manager (Consultant),
307165,,474810,Online Copywriter - Long Term Contract!,
307165,,655201,Part time UX Developer,
307165,,802336,Copywriter,
307165,,927922,Director of Brand Communications,
