UserID,JobID,Event
129806,110541,viewed
129806,683930,viewed
129835,326095,viewed
129835,1090011,viewed
129835,568000,viewed
129835,873646,viewed
129835,683930,viewed
130701,796650,viewed
130701,1113991,viewed
130701,338166,viewed
130701,137261,viewed
130701,774563,viewed
130968,638164,viewed
130968,749238,viewed
130968,830646,viewed
130968,326864,viewed
130968,683930,viewed
131488,382487,viewed
131488,749238,viewed
131488,315453,viewed
131488,377337,viewed
131488,902230,viewed
131733,314766,viewed
131733,98154,viewed
131733,300778,viewed
131733,643233,viewed
131733,805620,viewed
131959,240127,viewed
131959,885443,viewed
131959,560646,viewed
131959,597857,viewed
131959,70070,viewed
132309,550180,viewed
132309,199854,viewed
132309,158541,viewed
132309,260701,viewed
132309,156776,viewed
132915,840492,viewed
132915,764362,viewed
132915,175495,viewed
132915,62150,viewed
132915,749238,viewed
134149,136804,viewed
134149,208109,viewed
134149,154193,viewed
134149,1096707,viewed
134149,134532,viewed
135012,482953,viewed
135012,1065428,viewed
135012,342297,viewed
135012,1010933,viewed
135012,898048,viewed
135084,1053272,viewed
135084,997571,viewed
135084,788041,viewed
135084,1050985,viewed
135084,17075,viewed
135158,263344,viewed
135158,1032351,viewed
135158,489323,viewed
135158,83739,viewed
135158,161507,viewed
135721,234034,viewed
135721,697788,viewed
135721,195829,viewed
135721,478161,viewed
135721,299291,viewed
136030,1575,viewed
136030,870015,viewed
136030,58070,viewed
136030,489323,viewed
136030,1053258,viewed
136594,203025,viewed
136594,801487,viewed
136594,1042854,viewed
136594,774064,viewed
136594,879825,viewed
136965,911109,viewed
136965,205628,viewed
136965,833902,viewed
136965,211515,viewed
136965,190281,viewed
137371,119565,viewed
137371,739705,viewed
137371,24567,viewed
137371,887335,viewed
137371,867182,viewed
137609,435131,viewed
137609,1026054,viewed
137609,171400,viewed
137609,1046726,viewed
137609,61869,viewed
138206,848283,viewed
138206,908126,viewed
138206,741373,viewed
138206,384121,viewed
138206,502883,viewed
138391,434309,viewed
138391,62255,viewed
138391,386659,viewed
138391,653357,viewed
138391,289504,viewed
139294,275879,viewed
139294,110541,viewed
139294,683930,viewed
139294,861085,viewed
139294,980870,viewed
139301,823576,viewed
139301,641281,viewed
139301,925554,viewed
139301,837446,viewed
139301,95535,viewed
139582,174030,viewed
139582,565361,viewed
139582,300789,viewed
139582,1060652,viewed
139582,137014,viewed
139904,593572,viewed
139904,209212,viewed
139904,476611,viewed
139904,15326,viewed
139904,23341,viewed
139987,785645,viewed
139987,344595,viewed
139987,878767,viewed
139987,910764,viewed
139987,995576,viewed
140792,664041,viewed
140792,943562,viewed
140792,809655,viewed
140792,580945,viewed
140792,969150,viewed
142419,950500,viewed
142419,673026,viewed
142419,1103799,viewed
142419,489323,viewed
142419,1020876,viewed
142606,179340,viewed
142606,35594,viewed
142606,963081,viewed
142606,1104317,viewed
142606,336469,viewed
143980,899434,viewed
143980,482015,viewed
143980,392642,viewed
143980,791534,viewed
143980,642658,viewed
144479,250993,viewed
144479,14122,viewed
144479,1053269,viewed
144479,643233,viewed
144479,296936,viewed
144581,1013763,viewed
144581,638466,viewed
144581,46841,viewed
144581,559226,viewed
144581,826469,viewed
144982,212537,viewed
144982,602534,viewed
144982,803171,viewed
144982,1084521,viewed
144982,691506,viewed
145099,209362,viewed
145099,908425,viewed
145099,578522,viewed
145099,374160,viewed
145099,95535,viewed
145110,175495,viewed
145110,538835,viewed
145110,538010,viewed
145110,2454,viewed
145110,167325,viewed
146958,342297,viewed
146958,634454,viewed
146958,956557,viewed
146958,835542,viewed
146958,948686,viewed
147511,71783,viewed
147511,1251,viewed
147511,863547,viewed
147511,300778,viewed
147511,435131,viewed
148710,616333,viewed
148710,384121,viewed
148710,315685,viewed
148710,780502,viewed
148710,765193,viewed
150842,511626,viewed
150842,300778,viewed
150842,678924,viewed
150842,938722,viewed
150842,1041933,viewed
151512,281308,viewed
151512,205628,viewed
151512,873727,viewed
151512,386591,viewed
151512,407931,viewed
151552,5236,viewed
151552,590288,viewed
151552,512697,viewed
151552,330325,viewed
151552,896947,viewed
152555,95833,viewed
152555,97589,viewed
152555,981603,viewed
152555,805616,viewed
152555,662186,viewed
152889,434309,viewed
152889,780502,viewed
152889,278110,viewed
152889,617350,viewed
152889,1113991,viewed
152946,830898,viewed
152946,597857,viewed
152946,773738,viewed
152946,44890,viewed
152946,260701,viewed
153314,867182,viewed
153314,322990,viewed
153314,95835,viewed
153314,941943,viewed
153314,40762,viewed
153409,512697,viewed
153409,1050985,viewed
153409,812534,viewed
153409,224271,viewed
153409,595723,viewed
154188,384121,viewed
154188,908461,viewed
154188,6899,viewed
154188,157195,viewed
154188,458789,viewed
154543,157992,viewed
154543,570769,viewed
154543,744000,viewed
154543,339034,viewed
154543,782309,viewed
154815,381975,viewed
154815,744000,viewed
154815,515077,viewed
154815,23307,viewed
154815,974470,viewed
156573,2164,viewed
156573,262059,viewed
156573,775549,viewed
156573,837446,viewed
156573,184085,viewed
157274,1057176,viewed
157274,175495,viewed
157274,67025,viewed
157274,173361,viewed
157274,315453,viewed
157594,1027416,viewed
157594,869749,viewed
157594,1053273,viewed
157594,26102,viewed
157594,578522,viewed
159592,187303,viewed
159592,1103799,viewed
159592,852997,viewed
159592,749238,viewed
159592,1102366,viewed
159959,879350,viewed
159959,869166,viewed
159959,908126,viewed
159959,580319,viewed
159959,779676,viewed
160510,900555,viewed
160510,382108,viewed
160510,59597,viewed
160510,812538,viewed
160510,138777,viewed
161346,314424,viewed
161346,316849,viewed
161346,1081649,viewed
161346,26102,viewed
161346,211022,viewed
161610,458789,viewed
161610,969928,viewed
161610,554639,viewed
161610,8315,viewed
161610,212429,viewed
162009,1113990,viewed
162009,720391,viewed
162009,311881,viewed
162009,896947,viewed
162009,267607,viewed
162683,645531,viewed
162683,863547,viewed
162683,1097743,viewed
162683,1109223,viewed
162683,213375,viewed
163227,199475,viewed
163227,300786,viewed
163227,1061320,viewed
163227,1051415,viewed
163227,156625,viewed
164058,837446,viewed
164058,22663,viewed
164058,1032351,viewed
164058,852994,viewed
164058,572863,viewed
165669,327530,viewed
165669,1009302,viewed
165669,61869,viewed
165669,240127,viewed
165669,228003,viewed
165885,849602,viewed
165885,489323,viewed
165885,632363,viewed
165885,1050985,viewed
165885,896847,viewed
166210,535053,viewed
166210,59597,viewed
166210,281608,viewed
166210,814350,viewed
166210,23302,viewed
166546,334105,viewed
166546,572536,viewed
166546,886039,viewed
166546,933846,viewed
166546,792230,viewed
166550,788041,viewed
166550,615722,viewed
166550,254388,viewed
166550,791768,viewed
167725,568000,viewed
167725,1079189,viewed
167725,1102646,viewed
167725,798299,viewed
167725,1005883,viewed
169236,377336,viewed
169236,616919,viewed
169236,953882,viewed
169236,826915,viewed
169236,535043,viewed
169564,822285,viewed
169564,384121,viewed
169564,1050685,viewed
169564,182525,viewed
169564,629558,viewed
169887,852994,viewed
169887,548567,viewed
169887,496206,viewed
169887,902977,viewed
169887,863547,viewed
170626,812538,viewed
170626,1105452,viewed
170626,764107,viewed
170626,691506,viewed
170626,957629,viewed
170898,156625,viewed
170898,162466,viewed
170898,39412,viewed
170898,342753,viewed
170898,157678,viewed
171435,67025,viewed
171435,876955,viewed
171435,631976,viewed
171435,681773,viewed
171435,338168,viewed
172500,49832,viewed
172500,600857,viewed
172500,979243,viewed
172500,777461,viewed
172500,281311,viewed
173128,392599,viewed
173128,568000,viewed
173128,326864,viewed
173128,644540,viewed
173128,850483,viewed
173927,683930,viewed
173927,280705,viewed
173927,749238,viewed
173927,865009,viewed
173927,640764,viewed
174918,550189,viewed
174918,188685,viewed
174918,300778,viewed
174918,624165,viewed
174918,643234,viewed
175394,799426,viewed
175394,1014730,viewed
175394,240127,viewed
175394,846416,viewed
175394,806565,viewed
175969,1015233,viewed
175969,987728,viewed
175969,798380,viewed
175969,483050,viewed
175969,171400,viewed
176017,171400,viewed
176017,933568,viewed
176017,278002,viewed
176017,170812,viewed
176017,643233,viewed
176479,1088876,viewed
176479,1053268,viewed
176479,16467,viewed
176479,512575,viewed
176479,1050684,viewed
176529,939705,viewed
176529,578522,viewed
176529,576740,viewed
176529,386591,viewed
176529,173112,viewed
176664,384121,viewed
176664,434309,viewed
176664,969928,viewed
176664,811952,viewed
176664,615722,viewed
178082,44890,viewed
178082,300778,viewed
178082,535582,viewed
178082,58070,viewed
178082,180079,viewed
178952,695225,viewed
178952,335353,viewed
178952,1081649,viewed
178952,1032351,viewed
178952,788041,viewed
179461,925327,viewed
179461,1025892,viewed
179461,886039,viewed
179461,8315,viewed
179461,67025,viewed
179734,137296,viewed
179734,301286,viewed
179734,795819,viewed
179734,489323,viewed
179734,1107605,viewed
179759,1050985,viewed
179759,1061316,viewed
179759,695986,viewed
179759,878077,viewed
179759,264069,viewed
180323,700645,viewed
180323,235043,viewed
180323,108408,viewed
180323,569620,viewed
180323,928716,viewed
180411,1081649,viewed
180411,878359,viewed
180411,963081,viewed
180411,1068503,viewed
180411,332106,viewed
181122,688620,viewed
181122,595723,viewed
181122,628593,viewed
181122,966439,viewed
181122,164236,viewed
181181,156625,viewed
181181,752307,viewed
181181,23302,viewed
181181,601633,viewed
181181,224769,viewed
181299,209212,viewed
181299,386591,viewed
181299,280140,viewed
181299,879994,viewed
181299,833857,viewed
182011,222326,viewed
182011,615640,viewed
182011,764269,viewed
182011,1068503,viewed
182011,59605,viewed
182022,1104317,viewed
182022,1251,viewed
182022,195613,viewed
182022,386591,viewed
182022,223426,viewed
182398,196129,viewed
182398,647270,viewed
182398,8315,viewed
182398,597857,viewed
182398,5236,viewed
182490,467281,viewed
182490,561407,viewed
182490,339192,viewed
182490,502883,viewed
182490,483050,viewed
182716,845269,viewed
182716,852699,viewed
182716,960305,viewed
182716,384121,viewed
182716,562154,viewed
183063,1081649,viewed
183063,8315,viewed
183063,616943,viewed
183063,26102,viewed
183063,994856,viewed
183086,761360,viewed
183086,806226,viewed
183086,35657,viewed
183086,203169,viewed
183086,386591,viewed
183524,537997,viewed
183524,695986,viewed
183524,148896,viewed
183524,757173,viewed
183524,1037604,viewed
183993,639527,viewed
183993,42606,viewed
183993,864447,viewed
183993,382173,viewed
183993,870015,viewed
184132,1090455,viewed
184132,327530,viewed
184132,786658,viewed
184132,384121,viewed
184132,886039,viewed
184495,535582,viewed
184495,1041148,viewed
184495,949515,viewed
184495,579280,viewed
184495,511755,viewed
185719,773851,viewed
185719,792423,viewed
185719,1061305,viewed
185719,1069294,viewed
185719,449879,viewed
186559,822219,viewed
186559,853450,viewed
186559,1054586,viewed
186559,544860,viewed
186559,1104317,viewed
186642,209212,viewed
186642,26102,viewed
186642,16758,viewed
186642,7557,viewed
186642,512692,viewed
187598,359815,viewed
187598,878391,viewed
187598,317319,viewed
187598,109963,viewed
187598,925818,viewed
189755,600837,viewed
189755,316820,viewed
189755,905448,viewed
189755,96969,viewed
189755,1032351,viewed
190121,167325,viewed
190121,702606,viewed
190121,528263,viewed
190121,77005,viewed
190121,640630,viewed
190607,317134,viewed
190607,568000,viewed
190607,636190,viewed
190607,1033925,viewed
190607,161007,viewed
190614,222326,viewed
190614,315685,viewed
190614,900587,viewed
190614,572536,viewed
190614,1011686,viewed
190834,805616,viewed
190834,643233,viewed
190834,520424,viewed
190834,296936,viewed
190834,1003069,viewed
191057,506976,viewed
191057,67025,viewed
191057,647285,viewed
191057,357303,viewed
191057,1050684,viewed
191082,561145,viewed
191082,746080,viewed
191082,156625,viewed
191082,782309,viewed
191082,852994,viewed
191108,260505,viewed
191108,871285,viewed
191108,615722,viewed
191108,960305,viewed
191108,388602,viewed
191310,691506,viewed
191310,434309,viewed
191310,765193,viewed
191310,1022610,viewed
191310,223451,viewed
191647,449879,viewed
191647,355050,viewed
191647,747844,viewed
191647,1034767,viewed
191647,1069767,viewed
192038,535580,viewed
192038,806226,viewed
192038,791209,viewed
192038,683930,viewed
192038,523372,viewed
192218,535043,viewed
192218,1267,viewed
192218,848283,viewed
192218,511368,viewed
192218,474805,viewed
194244,335466,viewed
194244,1053272,viewed
194244,959395,viewed
194244,1074763,viewed
194244,319884,viewed
195445,775818,viewed
195445,1050985,viewed
195445,1015885,viewed
195445,744000,viewed
195445,1046820,viewed
195543,837446,viewed
195543,328180,viewed
195543,51962,viewed
195543,223425,viewed
195543,744000,viewed
196210,900555,viewed
196210,217461,viewed
196210,806841,viewed
196210,902926,viewed
196210,600837,viewed
196472,987336,viewed
196472,561145,viewed
196472,928180,viewed
196472,695986,viewed
196472,638164,viewed
197184,646491,viewed
197184,388602,viewed
197184,211471,viewed
197184,858937,viewed
197184,92355,viewed
197612,899622,viewed
197612,749238,viewed
197612,264187,viewed
197612,487019,viewed
197612,597857,viewed
197662,798380,viewed
197662,386659,viewed
197662,1074763,viewed
197662,452758,viewed
197662,22663,viewed
198390,483050,viewed
198390,642981,viewed
198390,561145,viewed
198390,912470,viewed
198390,1013763,viewed
199187,173395,viewed
199187,83739,viewed
199187,156625,viewed
199187,871285,viewed
199187,1102366,viewed
199513,833447,viewed
199513,734022,viewed
199513,775312,viewed
199513,512698,viewed
199513,8315,viewed
200268,502883,viewed
200268,778165,viewed
200268,223139,viewed
200268,187303,viewed
200268,822463,viewed
200713,16467,viewed
200713,921274,viewed
200713,639337,viewed
200713,788041,viewed
200713,386591,viewed
200892,691506,viewed
200892,805119,viewed
200892,452366,viewed
200892,953633,viewed
200892,811952,viewed
201820,158490,viewed
201820,697788,viewed
201820,879126,viewed
201820,867182,viewed
201820,593515,viewed
202601,1090011,viewed
202601,906403,viewed
202601,584721,viewed
202601,209257,viewed
202601,788041,viewed
203011,1060652,viewed
203011,515077,viewed
203011,806398,viewed
203011,162697,viewed
203011,314766,viewed
203872,357397,viewed
203872,615722,viewed
203872,946711,viewed
203872,178336,viewed
203872,896947,viewed
203926,511755,viewed
203926,435087,viewed
203926,23307,viewed
203926,218288,viewed
203926,1029621,viewed
204432,278240,viewed
204432,32155,viewed
204432,434309,viewed
204432,817691,viewed
204432,268638,viewed
204545,240127,viewed
204545,871378,viewed
204545,535582,viewed
204545,587982,viewed
204545,434309,viewed
205838,1109223,viewed
205838,97771,viewed
205838,1051415,viewed
205838,280705,viewed
205838,1033925,viewed
205936,538010,viewed
205936,319884,viewed
205936,817750,viewed
205936,550189,viewed
205936,616106,viewed
206239,845970,viewed
206239,615722,viewed
206239,676294,viewed
206239,586145,viewed
206239,77065,viewed
206628,369076,viewed
206628,851675,viewed
206628,634530,viewed
206628,837446,viewed
206628,386591,viewed
207017,574637,viewed
207017,822884,viewed
207017,267607,viewed
207017,520424,viewed
207017,187303,viewed
208647,80922,viewed
208647,640630,viewed
208647,395981,viewed
208647,655201,viewed
208647,95835,viewed
209286,300761,viewed
209286,165351,viewed
209286,749238,viewed
209286,595723,viewed
209286,643233,viewed
209553,39412,viewed
209553,896847,viewed
209553,46841,viewed
209553,908550,viewed
